"perceptual decision making" -- "attention"
"colloids" -- "biomedical materials"
"colloids" -- "complex flows"
"colloids" -- "soft matter"
"colloids" -- "cellulose nanomaterials"
"colloids" -- "wetting"
"colloids" -- "pathogen detection"
"colloids" -- "graphene-based materials"
"colloids" -- "surface forces"
"colloids" -- "pulmonary drug delivery"
"colloids" -- "interface science"
"colloids" -- "immobilization"
"colloids" -- "cleaning"
"colloids" -- "surfactants"
"colloids" -- "bacterial motility"
"colloids" -- "interfacial science"
"colloids" -- "interfacial phenomena"
"colloids" -- "intermolecular"
"condition monitoring" -- "vibration analysis"
"condition monitoring" -- "fault diagnosis"
"cross-national research" -- "policing"
"agricultural productivity" -- "farm management"
"workforce diversity" -- "human resource management"
"software analytics" -- "software engineering"
"pat" -- "chemometrics"
"assembly" -- "manufacturing systems"
"adolescent sexual health" -- "development"
"parameter identification" -- "nonlinear dynamics"
"sociology of curriculum" -- "curriculum theory"
"computer graphics" -- "virtual reality"
"computer graphics" -- "cultural heritage"
"computer graphics" -- "scientific visualization"
"computer graphics" -- "crowd simulation"
"computer graphics" -- "material appearance"
"computer graphics" -- "animation"
"computer graphics" -- "computer animation"
"computer graphics" -- "medical visualization"
"computer graphics" -- "geometric modeling"
"computer graphics" -- "computer vision"
"computer graphics" -- "non-photorealistic rendering"
"computer graphics" -- "real-time rendering"
"computer graphics" -- "geometric computing"
"computer graphics" -- "high dynamic range imaging"
"computer graphics" -- "visualization"
"computer graphics" -- "character animation"
"computer graphics" -- "procedural modeling"
"computer graphics" -- "facial animation"
"computer graphics" -- "geometry processing"
"computer graphics" -- "surface reconstruction"
"computer graphics" -- "physical simulation"
"computer graphics" -- "discrete differential geometry"
"computer graphics" -- "geometric processing"
"computer graphics" -- "interactive visualization"
"computer graphics" -- "global illumination"
"computer graphics" -- "visual computing"
"computer graphics" -- "rendering"
"computer graphics" -- "physically-based simulation"
"computer graphics" -- "geometry modeling"
"computer graphics" -- "gpu programming"
"computer graphics" -- "applied perception"
"computer graphics" -- "digital geometry processing"
"computer graphics" -- "physically based modeling"
"computer graphics" -- "ray tracing"
"school-community partnerships" -- "school health"
"adaptation to climate change" -- "value of information"
"cladistics" -- "paleontology"
"relational reasoning" -- "science education"
"signalverarbeitung" -- "radar"
"quantum monte carlo" -- "electronic structure"
"microbiota" -- "digestive diseases"
"microbiota" -- "voeding"
"microbiota" -- "microbiology"
"microbiota" -- "intestine"
"pastoral care" -- "palliative care"
"paper microfluidics" -- "point-of-care diagnostics"
"geografia regional" -- "geografia urbana"
"turbulence" -- "adaptive methods"
"turbulence" -- "fluid mechanics"
"turbulence" -- "dns"
"turbulence" -- "particle image velocimetry"
"turbulence" -- "computational fluid dynamics"
"turbulence" -- "les"
"turbulence" -- "atmospheric dispersion"
"turbulence" -- "numerical combustion"
"turbulence" -- "computational fluid mechanics"
"turbulence" -- "drag reduction"
"turbulence" -- "boundary layer"
"turbulence" -- "atmospheric boundary layer"
"turbulence" -- "waves"
"turbulence" -- "numerical simulation"
"turbulence" -- "compressible flow"
"turbulence" -- "coherent structures"
"turbulence" -- "active flow control"
"turbulence" -- "pod"
"turbulence" -- "non-equilibrium systems"
"turbulence" -- "atmospheric turbulence"
"turbulence" -- "wall turbulence"
"turbulence" -- "stratified flows"
"turbulence" -- "nonlinear physics"
"turbulence" -- "direct numerical simulation"
"turbulence" -- "mixing"
"turbulence" -- "rayleigh-benard convection"
"disaster risk" -- "natural hazards"
"data intensive science" -- "astronomy"
"transmission electron microscopy" -- "electron energy loss spectroscopy"
"transmission electron microscopy" -- "materials science"
"myocyte" -- "liver regeneration"
"reflective practice" -- "technology enhanced language learning"
"reflective practice" -- "practice research"
"reflective practice" -- "clinical reasoning"
"reflective practice" -- "design innovation"
"uml" -- "software engineering"
"uml" -- "ocl"
"nuclear medicine imaging" -- "medical physics"
"community informatics" -- "human-computer interaction"
"nanoparticle synthesis" -- "characterization"
"string algorithms" -- "bioinformatics"
"statistical thermodynamics" -- "computational chemistry"
"real estate economics" -- "urban economics"
"real estate economics" -- "real estate management"
"real estate economics" -- "real estate investment"
"real estate economics" -- "housing economics"
"agrarian change" -- "southeast asia"
"maternal effects" -- "evolutionary ecology"
"hebrew" -- "bible"
"soil physics" -- "soil structure"
"soil physics" -- "tillage"
"soil physics" -- "vadose zone hydrology"
"soil physics" -- "hydrology"
"preclinical models" -- "pathogens"
"infiltration" -- "brazing"
"chaos dynamics" -- "optical communications"
"counselor education" -- "school counseling"
"counselor education" -- "mental health counseling"
"counselor education" -- "supervision"
"counselor education" -- "counseling"
"radiologia" -- "física médica"
"sustainable water" -- "membrane separation processes"
"nanobiophotonics" -- "biosensors"
"ozone" -- "atmospheric chemistry"
"ozone" -- "uv"
"quantum biology" -- "open quantum systems"
"reading disability" -- "dyslexia"
"islamic politics" -- "human rights"
"embedded networks" -- "embedded systems"
"financial crises" -- "financial intermediation"
"financial crises" -- "macroeconomic modelling"
"language production" -- "experimental psycholinguistics"
"language production" -- "cognitive science"
"language production" -- "mental lexicon"
"stable isotope ecology" -- "conservation biology"
"segregation" -- "urban social geography"
"segregation" -- "housing"
"hydrography" -- "geodynamics"
"hydrography" -- "3d laser scanning"
"verbal" -- "nonverbal behavior"
"türkçe eğitimi" -- "çocuk edebiyatı"
"türkçe eğitimi" -- "türk dili"
"türkçe eğitimi" -- "türkçe"
"türkçe eğitimi" -- "children s literature"
"desenvolvimento sustentável" -- "desenvolvimento econômico"
"bioconjugate chemistry" -- "organic chemistry"
"gifted" -- "underrepresentation"
"gifted" -- "special education"
"gifted" -- "underachievement"
"papyrology" -- "roman law"
"papyrology" -- "ancient history"
"race" -- "gender"
"race" -- "ethnicity"
"race" -- "transnational american studies"
"race" -- "latino politics"
"race" -- "africana studies"
"race" -- "racism"
"race" -- "ethnic politics"
"race" -- "media representations"
"race" -- "gender stereotypes"
"race" -- "slavery"
"race" -- "ethnic relations"
"race" -- "community economic development"
"race" -- "urban ethnography"
"race" -- "ethnic studies"
"race" -- "whiteness"
"pig" -- "swine"
"petróleo" -- "química"
"downsizing" -- "innovation"
"anaesthesia" -- "critical care"
"capillary electrophoresis" -- "pharmaceutical analytical chemistry"
"capillary electrophoresis" -- "mass spectrometry"
"magnetic nanoparticles" -- "magnetic tunnel junctions"
"magnetic nanoparticles" -- "magnetic particle imaging"
"magnetic nanoparticles" -- "mri contrast agent"
"magnetic nanoparticles" -- "magnetic shape memory alloys"
"magnetic nanoparticles" -- "hyperthermia"
"magnetic nanoparticles" -- "magnetism"
"magnetic nanoparticles" -- "magnetic hyperthermia"
"driver distraction" -- "cognitive workload"
"driver distraction" -- "human factors"
"driver distraction" -- "driving safety"
"public sector" -- "accounting"
"molecular chaperones" -- "protein folding"
"human security" -- "non-traditional security"
"human security" -- "human rights"
"soft machines" -- "materials science"
"nutritional supplementation" -- "exercise physiology"
"simulation of materials" -- "modeling"
"medication use" -- "nutrition"
"romance linguistics" -- "historical linguistics"
"student voice" -- "educational leadership"
"student voice" -- "youth participatory action research"
"medical genetics" -- "inherited metabolic disorders"
"medical genetics" -- "genomics"
"free electron lasers" -- "particle accelerators"
"free electron lasers" -- "accelerator physics"
"peer relationships" -- "academic motivation"
"peer relationships" -- "social competence"
"peer relationships" -- "aggressive behavior"
"peer relationships" -- "adolescence"
"peer relationships" -- "mental health literacy"
"advanced manufacturing technology" -- "ecm"
"basketball" -- "chess"
"informatics" -- "computer science"
"topographic maps" -- "cortical development"
"topographic maps" -- "computational neuroscience"
"clil" -- "sla"
"transhumanism" -- "critical theory"
"veterinary anesthesia" -- "veterinary surgery"
"apocalypticism" -- "religion"
"poverty alleviation" -- "ecosystem services"
"free trade agreements" -- "international economic law"
"goat" -- "animal husbandry"
"goat" -- "sheep"
"memory studies" -- "oral history"
"memory studies" -- "identity studies"
"memory studies" -- "trauma studies"
"social simulation" -- "agent-based modeling"
"social simulation" -- "computational sociology"
"diffraction" -- "crystallography"
"paper technology" -- "nanopaper"
"cienciometría" -- "bibliometría"
"crowdfunding" -- "entrepreneurship"
"global health policy" -- "global health governance"
"materials characterisation" -- "porous solids"
"materials characterisation" -- "alloy development"
"materials characterisation" -- "materials science"
"materials characterisation" -- "high temperature materials"
"latin american" -- "theatre"
"latin american" -- "transcultural studies"
"trade costs" -- "international trade"
"normal" -- "bone marrow microenvironment"
"modelica" -- "differential-algebraic equations"
"web crawling" -- "information retrieval"
"agent-based simulation" -- "complexity"
"multiferroics" -- "impedance spectroscopy"
"multiferroics" -- "epitaxial thin films"
"multiferroics" -- "ferroics"
"multiferroics" -- "ferroelectrics"
"multiferroics" -- "complex oxide thin films"
"cardiovascular epidemiology" -- "nutritional epidemiology"
"organizational behaviour" -- "human resource management"
"blood pressure regulation" -- "cardiovascular physiology"
"transfusion medicine" -- "blood microfluidics"
"transfusion medicine" -- "hematology"
"noble metal nanoparticles" -- "plasmonics"
"çeviri" -- "dilbilim"
"cancer targeting" -- "drug delivery"
"motion planning" -- "robotics"
"virtualization technology" -- "network security"
"mathematical knowledge management" -- "semantic web"
"cidades" -- "urbanismo"
"secondary ion mass spectrometry" -- "geochemistry"
"functionally graded materials" -- "composites"
"reinforcement learning" -- "machine learning"
"reinforcement learning" -- "artificial general intelligence"
"corporate finance" -- "investment banking"
"corporate finance" -- "financial intermediaries"
"corporate finance" -- "corporate"
"corporate finance" -- "initial public offerings"
"corporate finance" -- "entrepreneurial finance"
"corporate finance" -- "corporate governance"
"corporate finance" -- "asset pricing"
"corporate finance" -- "dividend policy"
"corporate finance" -- "trade credit"
"corporate finance" -- "payout policy"
"corporate finance" -- "credit rating agencies"
