"geomicrobiology" -- "biogeochemistry"
"kidney cancer" -- "urologic oncology"
"mining software repositories" -- "software engineering"
"evolutionary anthropology" -- "biological anthropology"
"life cycle costing" -- "life cycle assessment"
"vegetation dynamics" -- "climate change"
"ion mobility" -- "mass spectrometry"
"air pollution" -- "particulate matter"
"public law" -- "constitutional law"
"ml" -- "nlp"
"perioperative medicine" -- "anesthesiology"
"vibration control" -- "noise"
"modular forms" -- "number theory"
"singularity theory" -- "topology"
"microbiology" -- "bacteriophage"
"microbiology" -- "molecular genetics"
"microbiology" -- "host-microbe interactions"
"behavior" -- "neural circuits"
"shock waves" -- "detonation"
"shock waves" -- "explosion"
"reputation systems" -- "trust"
"dermatology" -- "dermatopathology"
"empirical software engineering" -- "software engineering"
"prehistoria" -- "neolítico"
"self" -- "social psychology"
"self" -- "identity"
"phosphorylation" -- "proteomics"
"mixture models" -- "classification"
"rhetoric" -- "writing studies"
"optics" -- "physics"
"optics" -- "optical engineering"
"information privacy" -- "information security"
"wastewater treatment" -- "membrane bioreactor"
"computer science education" -- "software engineering"
"autism" -- "intellectual disability"
"organization theory" -- "public management"
"image processing" -- "multimedia security"
"requirements engineering" -- "software engineering"
"special functions" -- "approximation theory"
"heterogeneous catalysis" -- "reaction kinetics"
"neutron stars" -- "gravitational waves"
"neutron stars" -- "black holes"
"integral equations" -- "partial differential equations"
"palaeoclimatology" -- "palaeoecology"
"solar cells" -- "quantum dots"
"spatial ecology" -- "movement ecology"
"enzyme design" -- "structural biology"
"cerebrovascular disease" -- "stroke"
"smt" -- "nlp"
"anesthesiology" -- "critical care"
"decision analysis" -- "operations research"
"asset pricing" -- "macro-finance"
"pharmacometrics" -- "clinical pharmacology"
"land degradation" -- "remote sensing"
"constitutional law" -- "first amendment"
"sexual orientation" -- "gender identity"
"english education" -- "teacher education"
"frequency combs" -- "nonlinear optics"
"machining" -- "manufacturing"
"mass spectrometry" -- "analytical chemistry"
"mass spectrometry" -- "proteomics"
"bioanalysis" -- "analytical chemistry"
"computer systems" -- "computer architecture"
"probability" -- "combinatorics"
"surface chemistry" -- "flotation"
"political ecology" -- "environmental justice"
"political ecology" -- "science studies"
"political ecology" -- "pastoralism"
"reading" -- "writing"
"reading" -- "word recognition"
"marine spatial planning" -- "coastal"
"landsat" -- "remote sensing"
"ultrafast spectroscopy" -- "charge transfer"
"virtual humans" -- "virtual reality"
"soil ecology" -- "ecosystem ecology"
"public health law" -- "health law"
"american literature" -- "poetry"
"awareness" -- "attention"
"history of science" -- "history of technology"
"soft materials" -- "instability"
"telemedicine" -- "telehealth"
"telemedicine" -- "ehealth"
"quantum dots" -- "nanocrystals"
"monetary" -- "macroeconomics"
"kinship" -- "anthropology"
"method development" -- "analytical chemistry"
"perception" -- "vision"
"genomics" -- "sex chromosomes"
"genomics" -- "epigenomics"
"macroeconomics" -- "time series econometrics"
"macroeconomics" -- "macroeconometrics"
"platelets" -- "coagulation"
"public administration" -- "public management"
"art education" -- "teacher education"
"soil erosion" -- "geomorphology"
"magnetism" -- "neutron scattering"
"hplc" -- "gc-ms"
"als" -- "mnd"
"mathematical finance" -- "actuarial science"
"mathematical finance" -- "stochastic control"
"radiation oncology" -- "lung cancer"
"radiative transfer" -- "remote sensing"
"political psychology" -- "experimental methods"
"political psychology" -- "social psychology"
"protein design" -- "structural biology"
"climate change" -- "downscaling"
"management science" -- "operations research"
"structural engineering" -- "civil engineering"
"formal verification" -- "model checking"
"refactoring" -- "software engineering"
"política" -- "sociología"
"anaesthesia" -- "critical care"
"programming languages" -- "compilers"
"photonics" -- "plasmonics"
"photonics" -- "nonlinear optics"
"sport psychology" -- "exercise psychology"
"cancer therapy" -- "drug delivery"
"insulin resistance" -- "type 2 diabetes"
"formulation" -- "drug delivery"
"cognitive development" -- "developmental cognitive neuroscience"
"computational intelligence" -- "fuzzy logic"
"computer architecture" -- "operating systems"
"computer architecture" -- "compilers"
"computer architecture" -- "programming models"
"computer architecture" -- "gpus"
"learning sciences" -- "stem education"
"prognostics" -- "fault diagnosis"
"laser physics" -- "nonlinear optics"
"optical imaging" -- "photoacoustic imaging"
"topological insulators" -- "graphene"
"microlocal analysis" -- "partial differential equations"
"social psychology" -- "close relationships"
"computational creativity" -- "procedural content generation"
"mexico" -- "latin america"
"software engineering" -- "software ecosystems"
"software engineering" -- "software reuse"
"fluid flow" -- "heat transfer"
"service management" -- "services marketing"
"finite geometry" -- "combinatorics"
"information literacy" -- "embedded librarianship"
"palaeoclimate" -- "palaeoecology"
"nonlinear control" -- "robust control"
"music psychology" -- "music education"
"nonmonotonic reasoning" -- "logic programming"
"probabilistic graphical models" -- "machine learning"
"graphene" -- "heterostructures"
"graphene" -- "tmds"
"nonlinear optics" -- "ultrafast lasers"
"palaeobotany" -- "palynology"
"lithium ion batteries" -- "lithium sulfur batteries"
"vision" -- "attention"
"geology" -- "petrology"
"operations research" -- "industrial engineering"
"operations research" -- "mathematical optimization"
"combinatorics" -- "number theory"
"digital preservation" -- "digital curation"
"energy technology" -- "heat transfer"
"stochastic control" -- "robust control"
"organizational behaviour" -- "human resource management"
"physical geography" -- "geomorphology"
"compilers" -- "runtime systems"
"heat transfer" -- "fluid mechanics"
"glaciology" -- "geomorphology"
"analytical chemistry" -- "chemometrics"
"multicultural education" -- "teacher education"
"drug delivery" -- "pharmaceutical sciences"
"multiphase flow" -- "lattice boltzmann method"
"music" -- "music education"
"music" -- "dance"
"palaeoecology" -- "palaeontology"
"palaeoecology" -- "peatlands"
"clinical decision support" -- "clinical informatics"
